Gene ID	source_id	Gene Name or Symbol	sense - male gametocyte - unique only	sense - female gametocyte - unique only	sense - male gametocyte	sense - female gametocyte
PF3D7_0217000	PF3D7_0217000.1	N/A	68.84	32.06	68.84	32.06
PF3D7_0217100	PF3D7_0217100.1	N/A	153.81	137.4	153.81	137.4
PF3D7_0217200	PF3D7_0217200.1	N/A	29.52	12.94	29.95	13.23
PF3D7_0217300	PF3D7_0217300.1	AP2S	77.92	49.98	80.32	53.36
PF3D7_0217400	PF3D7_0217400.1	N/A	18.07	16.91	18.07	16.91
PF3D7_0217500	PF3D7_0217500.1	CDPK1	1341.63	638.05	17969.56	7492.63
PF3D7_0217600	PF3D7_0217600.1	N/A	30.73	76.27	30.77	78.82
PF3D7_0217700	PF3D7_0217700.1	N/A	15.74	45.99	15.74	45.99
PF3D7_0217800	PF3D7_0217800.1	RPS26	347.31	714.25	347.31	714.25
PF3D7_0217900	PF3D7_0217900.1	N/A	15.26	8.31	15.26	8.31
PF3D7_0218000	PF3D7_0218000.1	RFC2	241.59	33.82	241.59	33.82
PF3D7_0218100	PF3D7_0218100.1	N/A	10.6	89.56	10.6	89.56
PF3D7_0218200	PF3D7_0218200.1	N/A	56.76	24.69	56.79	24.69
PF3D7_0218300	PF3D7_0218300.1	N/A	20.78	17.05	20.85	17.05
PF3D7_0218400	PF3D7_0218400.1	DDX47	38.06	45	38.06	45
PF3D7_0218500	PF3D7_0218500.1	SNRPD2	61.34	33.14	61.34	33.14
PF3D7_0218600	PF3D7_0218600.1	PNPLA4	62.92	25.7	62.92	25.7
PF3D7_0218700	PF3D7_0218700.1	PRP45	233.68	76.18	233.68	76.18
PF3D7_0218800	PF3D7_0218800.1	N/A	58.67	154.46	58.67	154.46
PF3D7_0218900	PF3D7_0218900.1	N/A	24.34	17.01	24.34	17.01
PF3D7_0219000	PF3D7_0219000.1	N/A	10.72	21.47	10.72	21.47
PF3D7_0219100	PF3D7_0219100.1	N/A	4.7	52.09	4.7	52.09
PF3D7_0219200	PF3D7_0219200.1	RPS30	182.94	95.74	182.94	95.74
PF3D7_0219300	PF3D7_0219300.1	N/A	15.82	26.5	15.82	26.5
PF3D7_0219400	PF3D7_0219400.1	N/A	141.34	1369.08	141.34	1369.41
PF3D7_0219500	PF3D7_0219500.1	N/A	22.8	55.25	22.8	55.25
PF3D7_0219600	PF3D7_0219600.1	RFC1	282.45	17.91	282.45	17.91
PF3D7_0219700	PF3D7_0219700.1	GEXP20	0	0.9	0	0.9
PF3D7_0219800	PF3D7_0219800.1	N/A	12.15	9.73	12.15	9.73
PF3D7_0219900	PF3D7_0219900.1	N/A	2.07	2.38	2.07	2.38
PF3D7_0220000	PF3D7_0220000.1	LSA3	1.1	0.42	1.24	0.47
PF3D7_0220100	PF3D7_0220100.1	N/A	18.77	1.6	19.32	1.6
PF3D7_0220200	PF3D7_0220200.1	N/A	0.58	0.38	0.58	0.38
PF3D7_0220300	PF3D7_0220300.1	N/A	0.12	0	0.12	0
PF3D7_0220400	PF3D7_0220400.1	N/A	1.94	0.16	1.94	0.16
PF3D7_0220500	PF3D7_0220500.1	N/A	0	0	0.16	0
PF3D7_0220600	PF3D7_0220600.1	N/A	0.93	0.17	0.93	0.17
PF3D7_0220700	PF3D7_0220700.1	N/A	1.87	0.09	1.87	0.09
PF3D7_0220800	PF3D7_0220800.1	CLAG2	0.21	0.28	0.21	0.28
PF3D7_0220900	PF3D7_0220900.1	N/A	0	0	0	0
PF3D7_0221000	PF3D7_0221000.1	N/A	0	0.18	0	0.18
PF3D7_0221100	PF3D7_0221100.1	N/A	0.56	0.41	0.56	0.41
PF3D7_0221200	PF3D7_0221200.1	N/A	0.63	0	0.63	0
PF3D7_0221300	PF3D7_0221300.1	N/A	0.4	0	0.4	0
PF3D7_0221400	PF3D7_0221400.1	N/A	0	0	0	0
PF3D7_0221500	PF3D7_0221500.1	N/A	0.65	0	0.65	0
PF3D7_0221600	PF3D7_0221600.1	N/A	0	0.26	0	0.26
PF3D7_0221650	PF3D7_0221650.1	N/A	0.33	0	0.33	0
PF3D7_0221700	PF3D7_0221700.1	N/A	0.08	0.06	0.16	0.23
PF3D7_0221800	PF3D7_0221800.1	N/A	0.11	0	0.11	0
PF3D7_0221900	PF3D7_0221900.1	N/A	0	0.13	0.34	0.13
PF3D7_0222000	PF3D7_0222000.1	EPF1	0	0	18.17	11.69
PF3D7_0222100	PF3D7_0222100.1	MC-2TM	0	0	0.35	0
PF3D7_0222200	PF3D7_0222200.1	EPF3	0	0	0	0
PF3D7_0222300	PF3D7_0222300.1	EPF4	0.37	0	0.74	0.93
PF3D7_0222400	PF3D7_0222400.1	RIF	0.2	0	0.3	0
PF3D7_0222500	PF3D7_0222500.1	RIF	0.23	0.17	0.23	0.17
PF3D7_0222600	PF3D7_0222600.1	RIF	0.4	0	0.4	0
PF3D7_0222700	PF3D7_0222700.1	RIF	0.2	0.15	0.2	0.15
PF3D7_0222800	PF3D7_0222800.1	N/A	0.36	0	0.36	0
PF3D7_0222900	PF3D7_0222900.1	VAR	0.16	0	0.32	1.42
PF3D7_0223100	PF3D7_0223100.1	RIF	0.11	0.16	0.11	0.16
PF3D7_0223200	PF3D7_0223200.1	RIF	0.2	0.15	0.31	0.15
PF3D7_0223300	PF3D7_0223300.1	N/A	0	0	0.16	3.09
PF3D7_0223400	PF3D7_0223400.1	RIF	0.55	0	0.55	0.16
PF3D7_0223500	PF3D7_0223500.1	VAR	4.49	2.38	10.1	9.38
PF3D7_0300100	PF3D7_0300100.1	VAR	21.26	10.7	30.58	25.43
PF3D7_0300200	PF3D7_0300200.1	RIF	1.9	0	2.01	0
PF3D7_0300300	PF3D7_0300300.1	VAR	0.16	0.12	1.02	5.81
PF3D7_0300400	PF3D7_0300400.1	N/A	0.25	0.18	0.37	0.18
PF3D7_0300500	PF3D7_0300500.1	RIF	0.3	0	0.3	0.15
PF3D7_0300600	PF3D7_0300600.1	N/A	0	0	1.03	0
PF3D7_0300700	PF3D7_0300700.1	RIF	0	0	0	0
PF3D7_0300800	PF3D7_0300800.1	RIF	0	0	0	0
PF3D7_0300900	PF3D7_0300900.1	N/A	0.13	0	0.13	0
PF3D7_0301000	PF3D7_0301000.1	ACS2	0.13	0.07	0.13	0.07
PF3D7_0301100	PF3D7_0301100.1	N/A	0.28	0.21	0.28	0.21
PF3D7_0301200	PF3D7_0301200.1	FIKK3	0.73	0.12	0.73	0.12
PF3D7_0301300	PF3D7_0301300.1	EH1	0.35	0.07	0.35	0.07
PF3D7_0301400	PF3D7_0301400.1	N/A	17.21	4.82	17.21	4.82
PF3D7_0301500	PF3D7_0301500.1	N/A	5.88	4.2	5.88	4.2
PF3D7_0301600	PF3D7_0301600.1	GEXP21	71.14	11.17	71.14	11.17
PF3D7_0301700	PF3D7_0301700.1	PTP7	3.44	0.32	3.44	0.32
PF3D7_0301800	PF3D7_0301800.1	N/A	4.69	0	4.69	0
PF3D7_0301900	PF3D7_0301900.1	N/A	113.4	10.37	113.4	10.37
PF3D7_0302000	PF3D7_0302000.1	PRP46	95.92	40.16	95.92	40.16
PF3D7_0302100	PF3D7_0302100.1	SRPK1	259.41	38.1	259.41	38.1
PF3D7_0302200	PF3D7_0302200.1	CLAG3.2	0.88	0.13	1.72	0.57
PF3D7_0302300	PF3D7_0302300.1	N/A	0.55	0	0.55	0
PF3D7_0302400	PF3D7_0302400.1	N/A	0.38	0	0.38	0
PF3D7_0302500	PF3D7_0302500.1	CLAG3.1	1.83	0.42	2.61	0.64
PF3D7_0302600	PF3D7_0302600.1	ABCB4	13.62	4.35	13.62	4.35
PF3D7_0302700	PF3D7_0302700.1	N/A	24.71	44.33	24.71	44.33
PF3D7_0302800	PF3D7_0302800.1	N/A	37.73	4.57	37.73	4.57
PF3D7_0302900	PF3D7_0302900.1	N/A	57.21	18.62	57.21	18.62
PF3D7_0303000	PF3D7_0303000.1	NSF	11.59	33.59	11.59	33.59
PF3D7_0303100	PF3D7_0303100.1	N/A	18.64	7.25	18.64	7.25
PF3D7_0303200	PF3D7_0303200.1	N/A	123.71	96.58	123.73	96.61
PF3D7_0303300	PF3D7_0303300.1	RPB6	19.8	10.59	19.8	10.59
PF3D7_0303400	PF3D7_0303400.1	DHHC1	3.48	5.52	3.48	5.52
PF3D7_0303500	PF3D7_0303500.1	N/A	189	35.05	189	35.05
PF3D7_0303600	PF3D7_0303600.1	Plrx	23.35	8.89	23.35	8.89
PF3D7_0303700	PF3D7_0303700.1	BCKDH-E2	109.9	128.91	109.9	128.91
PF3D7_0303800	PF3D7_0303800.1	N/A	14.52	8.5	14.52	8.5
PF3D7_0303900	PF3D7_0303900.1	N/A	64.17	2327.06	64.17	2327.06
PF3D7_0304000	PF3D7_0304000.1	IMC1a	6.39	14.55	6.73	14.61
PF3D7_0304100	PF3D7_0304100.1	IMC1e	39.2	856.18	39.2	856.18
PF3D7_0304200	PF3D7_0304200.1	EHD	62.42	85.19	62.42	85.19
PF3D7_0304300	PF3D7_0304300.1	N/A	4.57	4.25	4.57	4.25
PF3D7_0304400	PF3D7_0304400.1	RPL44	62.13	64.98	62.13	64.98
PF3D7_0304500	PF3D7_0304500.1	GLP1	9.3	2.17	9.3	2.17
PF3D7_0304600	PF3D7_0304600.1	CSP	6.2	22.12	6.78	23.38
PF3D7_0304700	PF3D7_0304700.1	N/A	8.48	8.57	8.48	8.57
PF3D7_0304800	PF3D7_0304800.1	N/A	12.42	7.71	12.42	7.71
PF3D7_0304900	PF3D7_0304900.1	N/A	39.17	22.31	39.17	22.31
PF3D7_0305000	PF3D7_0305000.1	EF-Ts	6.65	23.96	6.65	23.96
PF3D7_0305100	PF3D7_0305100.1	N/A	268.59	57.2	268.61	57.2
PF3D7_0305200	PF3D7_0305200.1	N/A	85.35	126.25	85.41	126.25
PF3D7_0305300	PF3D7_0305300.1	N/A	38.9	45.86	38.9	45.86
PF3D7_0305400	PF3D7_0305400.1	N/A	16.95	27.26	16.95	27.26
PF3D7_0305500	PF3D7_0305500.1	N/A	25.46	11.08	25.46	11.08
PF3D7_0305600	PF3D7_0305600.1	APE1	368.56	508.8	368.56	508.8
PF3D7_0305700	PF3D7_0305700.1	N/A	151.94	121.52	151.94	121.52
PF3D7_0305800	PF3D7_0305800.1	N/A	1482.31	109.21	1531.1	111.51
PF3D7_0305900	PF3D7_0305900.1	N/A	46.83	25.94	46.83	25.94
PF3D7_0306000	PF3D7_0306000.1	QCR8	43.42	131.69	43.42	131.69
PF3D7_0306100	PF3D7_0306100.1	N/A	22.87	32.48	22.87	32.48
PF3D7_0306200	PF3D7_0306200.1	AHA1	18.11	172.53	18.11	172.53
PF3D7_0306300	PF3D7_0306300.1	GRX1	43.38	106.97	44.01	112.8
PF3D7_0306400	PF3D7_0306400.1	N/A	28.08	52.54	28.08	52.54
PF3D7_0306500	PF3D7_0306500.1	COX6C	160.57	45.67	160.57	45.67
PF3D7_0306600	PF3D7_0306600.1	ATPTG17	65.27	50.12	65.72	50.12
PF3D7_0306700	PF3D7_0306700.1	EMC5	2.97	28.67	3.2	28.67
PF3D7_0306800	PF3D7_0306800.1	CCT2	16.29	46.58	16.29	46.58
PF3D7_0306900	PF3D7_0306900.1	N/A	156.23	128.94	156.23	128.94
PF3D7_0307000	PF3D7_0307000.1	N/A	1.98	5	1.98	5
PF3D7_0307100	PF3D7_0307100.1	RPS12	80.85	104.89	80.85	104.89
PF3D7_0307200	PF3D7_0307200.1	N/A	453.07	170.07	453.07	170.07
PF3D7_0307300	PF3D7_0307300.1	EB1	185.36	29.87	185.36	29.87
PF3D7_0307400	PF3D7_0307400.1	ClpP	163.46	65.32	164.22	65.32
PF3D7_0307500	PF3D7_0307500.1	SKA2	38.18	52.23	38.76	52.46
PF3D7_0307600	PF3D7_0307600.1	N/A	10.47	50.65	10.47	50.65
PF3D7_0307700	PF3D7_0307700.1	AKIT10	245.33	56.4	245.75	56.4
PF3D7_0307800	PF3D7_0307800.1	N/A	58.29	16.84	61.36	17.53
PF3D7_0307900	PF3D7_0307900.1	N/A	792.83	13.82	798.99	13.84
PF3D7_0308000	PF3D7_0308000.1	N/A	257.69	23.61	258.08	23.61
PF3D7_0308100	PF3D7_0308100.1	N/A	6.05	20.83	6.05	20.83
PF3D7_0308200	PF3D7_0308200.1	CCT7	76.58	54.96	76.58	54.96
PF3D7_0308300	PF3D7_0308300.1	PIC4	0.12	3.43	0.12	3.43
PF3D7_0308400	PF3D7_0308400.1	N/A	7.98	10.76	7.98	10.76
PF3D7_0308500	PF3D7_0308500.1	N/A	4.89	90.6	4.89	90.6
PF3D7_0308600	PF3D7_0308600.1	PRPF19	17.59	7.95	17.59	7.95
PF3D7_0308700	PF3D7_0308700.1	N/A	9.77	8.03	9.77	8.03
PF3D7_0308800	PF3D7_0308800.1	N/A	24.55	170.84	24.55	170.84
PF3D7_0308900	PF3D7_0308900.1	SF3B1	57.02	22.46	57.02	22.46
PF3D7_0309000	PF3D7_0309000.1	YVH1	51.76	16.26	52.05	16.26
PF3D7_0309100	PF3D7_0309100.1	OMD	278.32	260.42	288.69	260.42
PF3D7_0309200	PF3D7_0309200.1	ARK2	723.17	142.91	726.47	143.46
PF3D7_0309300	PF3D7_0309300.1	N/A	24.17	15.36	24.86	16.61
PF3D7_0309400	PF3D7_0309400.1	N/A	2.66	0	2.66	0
PF3D7_0309500	PF3D7_0309500.1	AS	69.37	39.67	69.37	39.67
PF3D7_0309600	PF3D7_0309600.1	PfP2	301.99	315.73	301.99	315.73
PF3D7_0309700	PF3D7_0309700.1	SBP2	938.12	101.82	938.12	101.82
PF3D7_0309800	PF3D7_0309800.1	YTH2	277.85	55.31	278.87	55.31
PF3D7_0309900	PF3D7_0309900.1	N/A	20.51	12.26	20.57	12.26
PF3D7_0310000	PF3D7_0310000.1	N/A	42.66	337.14	42.66	338.43
PF3D7_0310100	PF3D7_0310100.1	CDPK3	12.64	19.71	12.64	19.71
PF3D7_0310200	PF3D7_0310200.1	N/A	18.04	35.47	20.29	39.11
PF3D7_0310300	PF3D7_0310300.1	N/A	27.45	66.71	27.45	66.71
PF3D7_0310400	PF3D7_0310400.1	PIESP1	8.58	123.72	8.58	123.76
PF3D7_0310500	PF3D7_0310500.1	DHX57	26.64	15.82	26.64	15.82
PF3D7_0310600	PF3D7_0310600.1	EIF3K	15.82	14.35	15.82	14.35
PF3D7_0310700	PF3D7_0310700.1	TRAPPC4	39.45	32.68	39.45	32.68
PF3D7_0310800	PF3D7_0310800.1	N/A	44.93	23.04	44.93	23.04
PF3D7_0310900	PF3D7_0310900.1	N/A	17.02	57.93	17.02	57.93
PF3D7_0311000	PF3D7_0311000.1	N/A	13.39	8.81	13.39	8.81
PF3D7_0311100	PF3D7_0311100.1	N/A	374.2	83.36	374.2	83.36
PF3D7_0311200	PF3D7_0311200.1	N/A	35.2	10.28	35.2	10.28
PF3D7_0311300	PF3D7_0311300.1	N/A	159.71	49.59	159.71	49.59
PF3D7_0311400	PF3D7_0311400.1	PKRP	232.53	201.83	232.53	201.83
PF3D7_0311500	PF3D7_0311500.1	N/A	4.58	75.72	4.58	75.72
PF3D7_0311600	PF3D7_0311600.1	OST1	38.66	21.29	38.66	21.94
PF3D7_0311700	PF3D7_0311700.1	PM6	79.7	3274.02	79.7	3288.69
PF3D7_0311800	PF3D7_0311800.1	N/A	44.77	114	44.77	114
PF3D7_0311900	PF3D7_0311900.1	N/A	16.59	14.25	16.59	14.25
PF3D7_0312000	PF3D7_0312000.1	N/A	2.22	7.81	2.22	7.81
PF3D7_0312100	PF3D7_0312100.1	N/A	51.09	47.05	51.09	47.05
PF3D7_0312200	PF3D7_0312200.1	N/A	293.26	21.72	293.26	21.72
PF3D7_0312300	PF3D7_0312300.1	RPN12	110.44	37.74	110.44	37.74
PF3D7_0312400	PF3D7_0312400.1	GSK3beta	246.11	303.98	246.62	304.48
PF3D7_0312500	PF3D7_0312500.1	MFR3	7.55	9.51	7.55	9.51
PF3D7_0312600	PF3D7_0312600.1	N/A	0	0	0	0
PF3D7_0312700	PF3D7_0312700.1	N/A	1.39	0	1.39	0
PF3D7_0312800	PF3D7_0312800.1	N/A	143.1	312.52	143.1	312.52
PF3D7_0312900	PF3D7_0312900.1	N/A	3.82	89.8	3.82	89.8
PF3D7_0313000	PF3D7_0313000.1	N/A	25.19	48.75	25.19	48.75
PF3D7_0313100	PF3D7_0313100.1	HRD3	28.64	23.15	28.64	23.15
PF3D7_0313200	PF3D7_0313200.1	N/A	49.87	91.62	49.87	92.48
PF3D7_0313300	PF3D7_0313300.1	N/A	42.27	125.76	42.27	130.32
PF3D7_0313400	PF3D7_0313400.1	N/A	76.29	424.9	76.29	424.9
PF3D7_0313500	PF3D7_0313500.1	PfG	7.3	11.38	7.3	11.38
PF3D7_0313600	PF3D7_0313600.1	N/A	3123.01	628.4	3245.98	661.88
PF3D7_0313700	PF3D7_0313700.1	N/A	74.63	16.47	74.63	16.47
PF3D7_0313800	PF3D7_0313800.1	N/A	84.39	12.48	84.39	12.48
PF3D7_0313900	PF3D7_0313900.1	N/A	7.89	7.59	7.92	7.59
PF3D7_0314000	PF3D7_0314000.1	N/A	53.54	680.76	53.54	684.8
PF3D7_0314100	PF3D7_0314100.1	N/A	178.34	86.46	183.31	90.98
PF3D7_0314100	PF3D7_0314100.2	N/A	178.34	86.46	183.31	90.98
PF3D7_0314200	PF3D7_0314200.1	N/A	25.62	5.56	25.62	5.56
PF3D7_0314300	PF3D7_0314300.1	DER1-2	13.8	6.86	13.8	6.86
PF3D7_0314400	PF3D7_0314400.1	PPP6	96.89	16.13	96.89	16.13
PF3D7_0314500	PF3D7_0314500.1	N/A	17.9	8.72	17.9	8.72
PF3D7_0314600	PF3D7_0314600.1	N/A	56.55	22.75	58.49	23.39
PF3D7_0314700	PF3D7_0314700.1	RNF1	40.21	7.89	40.21	7.89
PF3D7_0314800	PF3D7_0314800.1	N/A	4.4	1.72	4.4	1.72
PF3D7_0314900	PF3D7_0314900.1	N/A	46.69	62.41	46.96	62.54
PF3D7_0315000	PF3D7_0315000.1	N/A	3.63	23.62	4.29	23.94
PF3D7_0315100	PF3D7_0315100.1	eIF4E	15.76	22.43	15.76	22.43
PF3D7_0315200	PF3D7_0315200.1	CTRP	4.78	9.81	4.78	9.81
PF3D7_0315300	PF3D7_0315300.1	N/A	122.17	4.53	122.17	4.53
PF3D7_0315400	PF3D7_0315400.1	N/A	39.32	51.16	39.32	51.16
PF3D7_0315500	PF3D7_0315500.1	N/A	42.57	16.41	42.57	16.41
PF3D7_0315600	PF3D7_0315600.1	N/A	31.44	6.85	31.44	6.85
PF3D7_0315700	PF3D7_0315700.1	N/A	18.35	130.47	18.35	130.47
PF3D7_0315800	PF3D7_0315800.1	N/A	16.27	7.33	16.27	7.33
PF3D7_0315900	PF3D7_0315900.1	N/A	10.57	0	10.57	0
PF3D7_0316000	PF3D7_0316000.1	MA	6.71	36.05	6.71	36.05
PF3D7_0316100	PF3D7_0316100.1	N/A	11.12	154.54	11.12	154.54
PF3D7_0316200	PF3D7_0316200.1	N/A	98.23	67.41	98.23	67.41
PF3D7_0316300	PF3D7_0316300.1	PPase	213.82	292.53	216.97	294.1
PF3D7_0316300	PF3D7_0316300.2	PPase	213.82	292.53	216.97	294.1
PF3D7_0316400	PF3D7_0316400.1	N/A	76.16	49.49	76.16	49.49
PF3D7_0316500	PF3D7_0316500.1	NUF2	59.78	34.59	59.78	34.59
PF3D7_0316600	PF3D7_0316600.1	FNT	54.01	15.98	54.04	15.98
PF3D7_0316700	PF3D7_0316700.1	YOP1	43.64	6.45	43.64	6.45
PF3D7_0316800	PF3D7_0316800.1	N/A	159.49	273.05	159.49	273.05
PF3D7_0316900	PF3D7_0316900.1	N/A	10.38	38.31	10.38	38.31
PF3D7_0317000	PF3D7_0317000.1	N/A	23.66	27.83	23.66	27.83
PF3D7_0317100	PF3D7_0317100.1	B9	18.64	17.27	18.64	17.27
PF3D7_0317200	PF3D7_0317200.1	CRK4	43.8	24.98	43.8	24.98
PF3D7_0317300	PF3D7_0317300.1	NUP335	166.65	27.89	167.22	28.2
PF3D7_0317400	PF3D7_0317400.1	N/A	8.44	45.64	8.44	45.64
PF3D7_0317500	PF3D7_0317500.1	EG5	110.89	21.4	111.26	21.6
PF3D7_0317600	PF3D7_0317600.1	RPS11	72.78	405.01	72.78	407.22
PF3D7_0317700	PF3D7_0317700.1	N/A	166.9	117.96	175.23	123.41
PF3D7_0317800	PF3D7_0317800.1	N/A	17.74	2.41	17.74	2.41
PF3D7_0317900	PF3D7_0317900.1	N/A	0.61	2.19	0.61	2.19
PF3D7_0318000	PF3D7_0318000.1	N/A	40.31	745.23	40.31	745.23
PF3D7_0318100	PF3D7_0318100.1	STOML	8.54	7.14	8.54	7.14
PF3D7_0318200	PF3D7_0318200.1	RPB1	39.53	34.43	40.49	35.02
PF3D7_0318300	PF3D7_0318300.1	N/A	70.85	54.77	79.07	63.53
PF3D7_0318400	PF3D7_0318400.1	N/A	1598.89	40.47	1605.8	40.47
PF3D7_0318500	PF3D7_0318500.1	N/A	95.56	21.53	95.56	21.53
PF3D7_0318600	PF3D7_0318600.1	N/A	20.95	10.82	20.95	10.82
PF3D7_0318700	PF3D7_0318700.1	N/A	0.41	0	0.41	0
PF3D7_0318800	PF3D7_0318800.1	N/A	2.94	0.1	2.94	0.1
PF3D7_0318900	PF3D7_0318900.1	N/A	77.22	57.65	77.22	57.65
PF3D7_0319000	PF3D7_0319000.1	ATPase7	44.04	29.7	44.04	29.7
PF3D7_0319100	PF3D7_0319100.1	RBX1	27.69	183.26	27.69	183.26
PF3D7_0319200	PF3D7_0319200.1	CCR4-4	27.44	18.15	27.44	18.15
PF3D7_0319300	PF3D7_0319300.1	N/A	14.1	13.34	14.1	13.34
PF3D7_0319400	PF3D7_0319400.1	N/A	293.33	45.04	297.57	45.21
PF3D7_0319500	PF3D7_0319500.1	N/A	137.53	117.33	137.53	117.33
PF3D7_0319600	PF3D7_0319600.1	EF-1delta	22.05	67.04	22.05	67.04
PF3D7_0319700	PF3D7_0319700.1	ABCI3	33.09	13.29	33.09	13.29
PF3D7_0319800	PF3D7_0319800.1	N/A	21.48	51.58	21.48	51.58
PF3D7_0319900	PF3D7_0319900.1	N/A	1.89	6.37	1.89	6.37
PF3D7_0320000	PF3D7_0320000.1	I2	314.18	324.75	318.69	324.75
PF3D7_0320100	PF3D7_0320100.1	SEC22	54.93	34.99	54.93	35.27
PF3D7_0320200	PF3D7_0320200.1	N/A	145.4	2166.08	145.4	2166.17
PF3D7_0320300	PF3D7_0320300.1	CCT5	60.63	36.12	60.63	36.12
PF3D7_0320400	PF3D7_0320400.1	Cap380	2.73	1.61	2.73	1.61
PF3D7_0320500	PF3D7_0320500.1	Nico	18.72	60.13	18.76	60.13
PF3D7_0320600	PF3D7_0320600.1	N/A	63.48	43.72	63.48	43.97
PF3D7_0320700	PF3D7_0320700.1	SPC25	154.2	260.93	154.2	261.44
PF3D7_0320800	PF3D7_0320800.1	DOZI	110.82	263.97	110.82	263.97
PF3D7_0320900	PF3D7_0320900.1	H2A.Z	195.19	124.93	195.19	124.93
PF3D7_0321000	PF3D7_0321000.1	N/A	66.19	30.2	66.19	30.2
PF3D7_0321100	PF3D7_0321100.1	N/A	3.34	3.19	3.34	3.19
PF3D7_0321200	PF3D7_0321200.1	ALG7	63.06	24.99	63.06	24.99
PF3D7_0321300	PF3D7_0321300.1	N/A	5.74	56.38	5.74	56.38
PF3D7_0321400	PF3D7_0321400.1	pPK1	0.75	2.1	0.75	2.1
PF3D7_0321500	PF3D7_0321500.1	N/A	19.39	100.3	19.39	100.3
PF3D7_0321600	PF3D7_0321600.1	DDX42	71.84	89.96	71.98	90.07
PF3D7_0321700	PF3D7_0321700.1	N/A	279.72	37.05	280.88	37.17
PF3D7_0321800	PF3D7_0321800.1	N/A	184.29	15.87	184.29	15.87
PF3D7_0321900	PF3D7_0321900.1	CARL	85.72	25.39	85.81	25.39
PF3D7_0322000	PF3D7_0322000.1	CYP19A	58.36	34.19	58.36	34.19
PF3D7_0322100	PF3D7_0322100.1	Prt1	26.15	12.04	26.86	12.21
PF3D7_0322200	PF3D7_0322200.1	N/A	22	81.03	23.06	81.25
PF3D7_0322300	PF3D7_0322300.1	DGAT	35.49	10.99	35.49	10.99
PF3D7_0322400	PF3D7_0322400.1	N/A	39.68	51.53	40.72	52.05
PF3D7_0322500	PF3D7_0322500.1	IscA2	40.71	30.33	40.71	30.33
PF3D7_0322600	PF3D7_0322600.1	N/A	384.63	9.26	384.63	9.26
PF3D7_0322700	PF3D7_0322700.1	N/A	59.66	16.42	60.11	16.61
PF3D7_0322800	PF3D7_0322800.1	N/A	3275.75	27.56	3282.13	27.56
PF3D7_0322900	PF3D7_0322900.1	RPS3A	93.24	60.94	93.24	60.94
PF3D7_0323000	PF3D7_0323000.1	TMA7	163.13	372.86	163.83	376.57
PF3D7_0323100	PF3D7_0323100.1	N/A	100.26	27.22	100.26	27.22
PF3D7_0323200	PF3D7_0323200.1	N/A	8	44.06	8	44.06
PF3D7_0323300	PF3D7_0323300.1	N/A	139.26	31.85	139.26	31.85
PF3D7_0323400	PF3D7_0323400.1	RIPR	2.5	41.27	2.5	41.27
PF3D7_0323500	PF3D7_0323500.1	SMN	33.28	30.05	33.64	30.05
PF3D7_0323600	PF3D7_0323600.1	N/A	26.48	10.78	26.72	10.78
PF3D7_0323700	PF3D7_0323700.1	SART1	94.06	66.24	94.06	66.24
PF3D7_0323800	PF3D7_0323800.1	N/A	45.47	61.35	45.47	61.35
PF3D7_0323900	PF3D7_0323900.1	VAR	0.16	0.23	0.16	0.23
PF3D7_0324000	PF3D7_0324000.1	EPF1	0.12	0	17.78	15.08
PF3D7_0324100	PF3D7_0324100.1	MC-2TM	0.08	0	0.08	0
PF3D7_0324200	PF3D7_0324200.1	EPF3	0	0	0.28	0
PF3D7_0324300	PF3D7_0324300.1	EPF4	0	0	0.34	0.34
PF3D7_0324400	PF3D7_0324400.1	RIF	0	0	0	0
PF3D7_0324500	PF3D7_0324500.1	RIF	0.23	0	0.46	0.17
PF3D7_0324600	PF3D7_0324600.1	N/A	0.12	0	0.12	0
PF3D7_0324700	PF3D7_0324700.1	VAR	0	2.2	0.32	8.7
PF3D7_0324800	PF3D7_0324800.1	RIF	0.67	8.75	0.67	8.89
PF3D7_0324900	PF3D7_0324900.1	VAR	49.58	57.74	53.03	61.13
PF3D7_0400100	PF3D7_0400100.1	VAR	27.28	30.5	35.02	41.06
PF3D7_0400200	PF3D7_0400200.1	N/A	365.52	256.94	386.27	294.16
PF3D7_0400300	PF3D7_0400300.1	RIF	0.39	0.29	0.39	0.72
PF3D7_0400400	PF3D7_0400400.1	VAR	0.73	0.69	0.73	0.69
PF3D7_0400500	PF3D7_0400500.1	RIF	0.47	0	0.47	0
PF3D7_0400600	PF3D7_0400600.1	N/A	0	0	0	0
PF3D7_0400700	PF3D7_0400700.1	RIF	6.21	0.14	6.21	0.14
PF3D7_0400800	PF3D7_0400800.1	N/A	0.12	0	0.12	0
PF3D7_0400900	PF3D7_0400900.1	RIF	0.21	0	0.21	0
PF3D7_0401000	PF3D7_0401000.1	RIF	0.11	0.17	0.11	0.17
PF3D7_0401100	PF3D7_0401100.1	N/A	0	0	0	0
PF3D7_0401200	PF3D7_0401200.1	RIF	0.48	0	0.48	0
PF3D7_0401300	PF3D7_0401300.1	RIF	0.38	0	0.38	0
PF3D7_0401400	PF3D7_0401400.1	RIF	0.44	0.16	0.44	0.16
PF3D7_0401500	PF3D7_0401500.1	N/A	0	0	0	0
PF3D7_0401600	PF3D7_0401600.1	RIF	2.07	0.32	2.07	0.32
