	Accession ID	Gene ID	Product Description	Neighbours	essential	Degree	Betweenness Centrality	Closeness Centrality
314	Q8IKY4	PF3D7_1449000	gamete egress and sporozoite traversal protein, putative	['Q8IFM0', 'Q8IIF0', 'Q6ZMA7']	False	3	0.0	0.28068253574375457
315	Q76NN6	PF3D7_0419600	ran-specific GTPase-activating protein 1, putative	['Q8IIG6', 'C0H586', 'Q8I3J0', 'Q8I608', 'Q8I3A1', 'O97282', 'Q7KQK6', 'Q8II61', 'C6KT55', 'Q8IJA0', 'Q8I2W3', 'A0A144A0F5', 'Q8II43', 'C0H4U4', 'Q8IFP3', 'Q8IIR9', 'C0H4W2', 'Q8I3X4', 'Q8IIB6', 'Q8IKA6', 'Q8I5V6', 'Q8IBR6', 'C0H4V6', 'Q8ILB6', 'Q7KQK0', 'P27362', 'Q8I5Y9', 'Q8IHW4', 'Q8ILI6', 'Q8IIR7', 'Q8IAW0', 'C6KSV2', 'Q8IM55', 'Q8I3Q7', 'Q8IDN4', 'Q8IAM2', 'Q76NM3', 'Q8IE66', 'Q8IEP9', 'Q8ILK1', 'A0A144A3N9', 'Q8ILQ7', 'Q8I374', 'Q8IL48', 'Q6ZLZ9']	False	45	0.11770073483764357	0.36443910080102265
316	Q8I0X1	PF3D7_0504600	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative	['O97227', 'Q8IEA6', 'Q6LFH8', 'Q6ZLZ9', 'Q8I5B6', 'Q8IEJ6', 'Q8IFP3', 'C6KTA3', 'P61076', 'Q8IKT2', 'Q8IL11', 'Q8I289']	False	12	0.002187776823073206	0.3010453248166733
317	P61076	PF3D7_0923800	thioredoxin reductase	['Q8IEA6', 'O97227', 'Q8IEJ6', 'Q8I0X1', 'Q8IJN9', 'C6KTA3', 'Q8II24']	False	7	0.0007016132225433029	0.29931801557592186
319	Q8IJI7	PF3D7_1021600	deoxyribose-phosphate aldolase, putative	['C6KT50', 'Q7KQL9', 'C6KTA4']	False	3	0.0007825817112409666	0.28685622859593457
320	C0H551	PF3D7_0922600	glutamine synthetase	['Q8I2W4']	False	1	0.0	0.0026246719160104987
321	Q8I485	PF3D7_0501500	rhoptry-associated protein 3	['Q8IK07', 'Q8ILZ1']	False	2	0.00019259105769673526	0.18901034109866702
322	Q8IK83	PF3D7_1475500	LCCL domain-containing protein	['Q8IKS0', 'Q8IJC6', 'O77381', 'Q8ILL3', 'C0H5H0', 'Q8IM24', 'Q8IDR9']	False	7	0.0014966590452255256	0.3422380309302949
323	O97285	PF3D7_0320800	ATP-dependent RNA helicase DDX6	['Q8IAX8', 'Q8IK89', 'Q8IKP1', 'Q8IDR9', 'Q8IIB4', 'Q8IAX5', 'Q8I5H4']	False	7	0.00018434860243825567	0.3126438176392335
324	O97306	PF3D7_0323800	conserved Plasmodium protein, unknown function	['Q8ILZ7']	False	1	0.0	0.22611020371679547
325	Q8IKB2	PF3D7_1472600	protein disulfide-isomerase	['Q8I323', 'C0H5H0', 'C0H4Y6', 'Q8IIV8']	False	4	0.00013889282719537174	0.31398794411231695
326	Q76NN7	PF3D7_0322000	peptidyl-prolyl cis-trans isomerase	['K7NTP5', 'Q7KQL5', 'A0A144A1R5', 'Q8I0P6']	False	4	0.0001429641910707271	0.3175373730457606
327	O96268	PF3D7_0219100	saccharopine dehydrogenase, putative	['O97245']	False	1	0.0	0.24215383222985723
328	Q9TY99	PF3D7_0202000	knob-associated histidine-rich protein	['Q8I490', 'Q8IJ76', 'Q8IIV2', 'Q8IIA2', 'Q8IK15', 'Q8IFM0', 'Q8I2F2', 'C6KT18', 'Q8IIF0', 'C6KT19', 'Q6ZMA7', 'Q8IM10', 'Q8IFM9', 'Q8IBY4', 'Q8IJF6', 'C6KT23', 'Q8IDB0', 'Q8I487', 'Q8II72', 'Q8IIX5', 'Q8IB24', 'Q8IIU8', 'C0H4Z6', 'C0H4A6', 'O77381', 'Q8I2F4', 'B9ZSJ2']	False	27	0.016791035888116857	0.34482339849161914
329	Q8ILT0	PF3D7_1416500	NADP-specific glutamate dehydrogenase	['C6KT25', 'P50250']	False	2	0.0	0.2789671344557866
330	P68874	PF3D7_0209000	6-cysteine protein P230	['Q8I6U6', 'Q8I6T1']	False	2	0.0003473393915837609	0.20712874588918018
331	Q8ILA1	PF3D7_1436300	translocon component PTEX150	['Q8ILZ1', 'Q8ILP3']	False	2	0.0028132491549688198	0.245738882235952
332	O96230	PF3D7_0215000	acyl-CoA synthetase	['Q8I323', 'C0H5H0']	False	2	0.0	0.3131800849079114
333	Q8ILI2	PF3D7_1428300	proliferation-associated protein 2g4, putative	['Q8IDR9', 'Q8I323', 'Q8I0V2', 'O97313', 'Q8I0P6', 'Q8I2X4', 'Q8IAX5', 'C0H5H0', 'Q8IEK3', 'Q8IDJ8', 'Q8IB24', 'Q8IE10', 'Q8IEQ1', 'Q8ILL3', 'Q8IJC6', 'O77381', 'Q8IBY4', 'K7NTP5', 'Q8IL02', 'Q8I1V1', 'Q8IIA2', 'Q8IM10', 'Q8IDK7', 'Q8I3M5', 'Q8IKW5']	False	25	0.005391944697236237	0.38038331146106735
334	Q8IL48	PF3D7_1442300	tRNA import protein tRIP	['C6KSV2', 'C6KTA3', 'Q8II61', 'A0A5K1K967', 'Q76NN6']	False	5	0.00034548290969005634	0.3200420499584791
335	Q8ILF6	PF3D7_1430800	PhIL1 interacting protein PIP3	['Q8ILF4']	False	1	0.0	0.22485712992772455
336	Q8I252	PF3D7_0109100	LCCL domain-containing protein	['Q8IM24', 'C0H5H0']	False	2	0.0	0.3068638479013653
337	C6S3H3	PF3D7_1403200	EGF domain-containing protein, putative	['Q8I490']	False	1	0.0	0.21788065572948967
338	Q8IM15	PF3D7_1408100	plasmepsin III	['Q8IBN4', 'Q8IM16', 'Q8I0V2', 'Q8I0P6']	False	4	0.005153377499798827	0.30660619563612485
339	Q8IM16	PF3D7_1407800	plasmepsin IV	['Q8IM15']	False	1	0.0	0.23363274408357304
340	Q8IM24	PF3D7_1407000	LCCL domain-containing protein	['C0H5H0', 'Q8IKW0', 'Q8I252', 'Q8IKS0', 'Q8IK83']	False	5	0.000748074750103585	0.3118428514112935
341	Q8IM10	PF3D7_1408600	40S ribosomal protein S8e, putative	['Q8IL02', 'O97313', 'Q8I487', 'Q8I0P6', 'Q8IIB4', 'Q8IJX3', 'Q8IKM5', 'Q8IIV2', 'Q8IIA2', 'Q8IK15', 'Q8IAX6', 'Q8IDK7', 'C0H4A6', 'Q8IAX8', 'C6KT18', 'Q8IBV7', 'Q8IKW5', 'Q8IDR9', 'Q9TY99', 'Q8IET7', 'Q8I3T8', 'Q8IL58', 'O00806', 'Q8I3R0', 'C6KT23', 'Q8IKR1', 'Q8IDB0', 'C0H5C2', 'Q8ILL3', 'Q8IAX5', 'Q8IJX8', 'C0H5H0', 'Q8IEK3', 'Q8IIM8', 'Q8IB24', 'Q8IIU8', 'Q8I320', 'Q8II61', 'Q8IE10', 'Q8IJV6', 'Q8IEQ1', 'Q6ZMA8', 'C6KT19', 'Q8IJC6', 'Q8IIV1', 'Q8IJN7', 'Q8I566', 'C6KT25', 'Q8ILI2', 'O77381', 'Q8IBY4', 'Q8ILK3', 'A0A5K1K8V8', 'K7NTP5', 'B9ZSJ2', 'Q8ILL2']	False	56	0.01321514509968349	0.41685842351897795
342	B9ZSJ2	PF3D7_0114000	exported protein family 1	['Q8IIX5', 'Q8IJX3', 'Q8IIV2', 'Q8IHN4', 'Q8IDR9', 'Q8I544', 'Q8IAX8', 'Q8I4T3', 'C0H5C2', 'Q8IAX5', 'C6KT19', 'Q8I2F2', 'Q8I487', 'Q8IKM5', 'Q9TY99', 'Q8IM10']	False	16	0.013323595429553987	0.33287874111451654
343	Q8ILZ1	PF3D7_1410400	rhoptry-associated protein 1	['Q8I6U6', 'Q8ILA1', 'Q8I669', 'Q8I485', 'Q8IBB9']	False	5	0.008764106058144773	0.22695337414706318
344	Q8ILZ7	PF3D7_1409800	CUGBP Elav-like family member 2, putative	['Q8IK89', 'Q8I5B3', 'Q8I5H4', 'Q8IJX3', 'Q8IIV2', 'Q8I3S3', 'O97306']	False	7	0.01056923794604268	0.293779548674678
345	Q8IBN4	PF3D7_0721700	secreted ookinete protein, putative	['Q8I4T3', 'Q8IEU2', 'Q8IC43', 'Q8II72', 'C0H571', 'C6KSV8', 'Q8IJC6', 'Q6ZMA7', 'Q8IKC8', 'Q8IM15', 'Q8I5J2', 'O96252', 'Q8IEK3', 'Q8I2X3', 'Q8IL02', 'Q8I0V2', 'Q8IJ76']	False	17	0.009331199668127727	0.3292768070357301
346	Q8IIR8	PF3D7_1108500	succinate--CoA ligase [ADP-forming] subunit alpha, putative	['Q8IE67', 'C6KT25', 'P50250', 'P27362']	False	4	0.0013885644390602696	0.2893565602239498
347	Q8IIK8	PF3D7_1115600	peptidyl-prolyl cis-trans isomerase	['Q8I3W9', 'K7NTP5', 'Q8IDR9', 'A0A5K1K8H7', 'Q8IAX5', 'Q8IB24']	False	6	0.014186930730109428	0.3197618029795312
348	Q8IJ76	PF3D7_1033200	early transcribed membrane protein 10.2	['Q9TY99', 'Q8IIF0', 'Q8I2F4', 'Q8I490', 'Q8IC43', 'Q8I4T3', 'Q8IFM0', 'Q6ZMA7', 'Q8IFM9', 'Q8IKC8', 'Q8II72', 'Q8IIX5', 'Q8IBN4', 'Q8IIA2']	False	14	0.002151934903313992	0.3121093837629271
349	Q7KQL2	PF3D7_1031000	ookinete surface protein P25	['Q8IFM9']	False	1	0.0	0.24377034646370138
350	Q8IBI3	PF3D7_0727400	proteasome subunit alpha type-5, putative	['C6KST5', 'A0A5K1K9F3', 'Q8I323', 'O77323', 'O77396', 'Q8IK90', 'Q8II71', 'Q7K6A9', 'Q8I2X4', 'C0H5H0', 'Q8IJT1', 'O97282', 'Q8IAR3', 'Q8IJM0', 'Q8IJA0', 'C6KT34', 'Q8II43', 'C0H4C7', 'Q8I5C4', 'Q8I6T3', 'Q8IJW0', 'A0A5K1K7U1', 'C0H5I7', 'Q8I0U7', 'Q8IJN9', 'O96153', 'Q8IDG2', 'O96220', 'Q8IDG3', 'C6KST3', 'Q8IKC9', 'Q8I261']	False	32	0.003529372925415468	0.3548765587974973
351	Q8I6U6	PF3D7_1038400	gametocyte-specific protein	['Q8IHN4', 'Q8ILZ1', 'Q8I492', 'Q76NM4', 'P68874', 'A0A5K1K8E0', 'Q8I0U8']	False	7	0.01279320376994273	0.25806924311139556
352	Q8IBG1	PF3D7_0729900	dynein heavy chain, putative	['Q7KQL5']	False	1	0.0	0.2798222061322794
353	Q8III5	PF3D7_1118300	insulinase, putative	['Q76NL8', 'Q8I0V4']	False	2	0.00513883133029424	0.24640214507599503
354	Q8IC43	PF3D7_0702400	small exported membrane protein 1	['Q8IBN4', 'Q8IIM8', 'Q8IAX6', 'C6KSV8', 'Q8IJ76', 'Q8I0V2', 'Q8II72', 'Q8IKW5', 'Q8IM52', 'Q8ILL3', 'Q6ZMA8', 'Q6ZMA7', 'Q8I5H4', 'Q8IEU2', 'Q8IL75']	False	15	0.009092388473947496	0.3454758552531927
355	Q8II64	PF3D7_1129900	major facilitator superfamily-related transporter, putative	['Q8I305']	False	1	0.0	0.0026246719160104987
356	Q8II72	PF3D7_1129100	parasitophorous vacuolar protein 1	['Q8IBN4', 'Q8IEU2', 'Q8IIX5', 'Q8IKC8', 'Q8I2F4', 'Q8I0U8', 'Q8I490', 'Q8IM45', 'Q8IBB9', 'Q8IC43', 'C0H5H0', 'Q9TY99', 'Q8I4T3', 'Q8IFM0', 'C0H571', 'Q6ZMA7', 'Q8IJ76', 'Q8IIF0']	False	18	0.018744068496730774	0.3474481246456943
357	Q8II80	PF3D7_1128300	ATP-dependent 6-phosphofructokinase	['Q8I2X4']	False	1	0.0	0.28640625804127423
358	Q8II82	PF3D7_1128100	prefoldin subunit 5, putative	['O77323', 'Q8I5V6', 'Q8IBR6', 'C0H4C7', 'Q8I3Y6', 'O96220', 'Q8II43', 'Q8ILS7', 'Q8I3A4', 'O97282']	False	10	0.0022589672724970555	0.2902766128796699
359	K7NTP5	PF3D7_0831700	heat shock protein 70	['Q8IAX8', 'Q8IL02', 'O77381', 'Q8ILL3', 'Q8IL58', 'C0H4A6', 'Q8ILL2', 'C6KT18', 'Q8IAX5', 'Q8I487', 'Q8IIA2', 'Q8ILK3', 'Q76NN7', 'Q8IIK8', 'Q8IKM5', 'Q8IDB0', 'Q8II61', 'Q8IBY4', 'Q8IFM9', 'Q8IKH8', 'Q8I3T8', 'O00806', 'C0H5C2', 'Q8IIB4', 'C0H5H0', 'Q8I3R0', 'Q8IJX8', 'Q8IIM8', 'Q8IET7', 'Q8I323', 'Q8ILE3', 'Q8IB24', 'Q8ILI2', 'Q8I603', 'Q8I5H4', 'O97313', 'C6KT19', 'A0A144A3N9', 'Q8I0V2', 'C6KT25', 'Q8IIV2', 'Q8IIF0', 'A0A5K1K8V8', 'Q8IDR9', 'Q8I3I6', 'Q8IIU8', 'Q8IBV7', 'Q6ZMA7', 'Q8I0P6', 'Q8IJC6', 'Q8IM10']	False	51	0.02466932755634624	0.4226481238456304
360	Q8I2J3	PF3D7_0932300	M18 aspartyl aminopeptidase	['Q8IC01', 'C0H5H0']	False	2	0.0	0.3118428514112935
361	Q8I305	PF3D7_0914700	major facilitator superfamily-related transporter, putative	['Q8II64']	False	1	0.0	0.0026246719160104987
362	Q8IJF6	PF3D7_1024800	exported protein 3	['Q8I2F4', 'Q9TY99', 'Q8I4T3', 'Q8IFM0', 'Q8IIX5']	False	5	2.0892770200066528e-05	0.2593522578143641
363	Q8I6U7	PF3D7_1022500	citrate synthase, mitochondrial, putative	['Q8IJN9']	False	1	0.0	0.2743561074399885
364	Q8IJX8	PF3D7_1006200	DNA/RNA-binding protein Alba 3	['O00806', 'Q8I3R0', 'O97313', 'Q8I0P6', 'C6KT23', 'C0H5C2', 'Q8I2X4', 'Q8IAX5', 'A0A5K1K8Y8', 'Q8IIM8', 'Q8IB24', 'Q8IL02', 'Q8ILL2', 'Q8II61', 'Q6ZMA8', 'Q8IJC6', 'Q8IBY4', 'K7NTP5', 'Q8I3T8', 'Q8I5H4', 'Q8IM10', 'Q8IIB4', 'Q8IAX8', 'C6KT18', 'Q8IDR9', 'Q8IET7', 'Q7KQL5', 'Q8IKH8']	False	28	0.0022335849585499727	0.37646183402332445
365	Q8IK15	PF3D7_1002100	EMP1-trafficking protein	['Q8I2F2', 'C0H4A6', 'Q8IDR9', 'Q9TY99', 'Q8IM10', 'Q8I3T8', 'Q8I3R0', 'Q8I431', 'C0H5C2', 'Q8IAX5', 'Q8IIU8', 'Q8IKM5', 'A0A143ZX41', 'Q8IJC6', 'O77381', 'Q8IL02', 'O97313', 'Q8IIA2']	False	18	0.0013606554663249792	0.3344029111745647
366	Q8I6S5	PF3D7_0820700	2-oxoglutarate dehydrogenase E1 component	['Q8IFP3', 'Q8IEA6']	False	2	0.0	0.2839564377936428
367	Q8IAV6	PF3D7_0812100	proteasome activator complex subunit 4, putative	['O77396']	False	1	0.0	0.22307145937851233
368	Q8I492	PF3D7_0500800	mature parasite-infected erythrocyte surface antigen	['Q76NM4', 'Q8I0U8', 'O97313', 'Q8I6U6', 'C0H5C2', 'Q8I2F2', 'Q8IL02', 'Q8IAX5', 'Q8I3R0', 'Q8IBY4']	False	10	0.01606241026797073	0.3275049139036993
369	Q8I487	PF3D7_0501300	skeleton-binding protein 1	['Q8IM10', 'C6KT19', 'K7NTP5', 'Q8ILL3', 'Q8I431', 'Q8IIA2', 'Q8IDB0', 'Q8IBY4', 'A0A143ZX41', 'C0H4A6', 'Q9TY99', 'O77381', 'B9ZSJ2', 'Q8IB24', 'Q8IIV2', 'Q8IIF0']	False	16	0.0018367635007562376	0.3396911432582555
370	Q8I476	PF3D7_0502400	merozoite surface protein 8	['Q8IIX5', 'Q8IFM0']	False	2	0.0	0.22737732191944252
371	Q8IE66	PF3D7_1325200	lactate dehydrogenase, putative	['Q8I5B6', 'Q8IJN9', 'Q76NM3', 'Q8IKK7', 'Q8IFP2', 'Q8IKT2', 'Q7KQL5', 'Q6ZLZ9', 'O97245', 'Q8IEK3', 'O97282', 'Q8IC05', 'Q76NN6', 'C0H5I7', 'Q8II43', 'Q8IFP3', 'Q8IDB0', 'Q8I5P5']	False	18	0.019951470355728584	0.37841241347422244
372	Q8IFM9	PF3D7_0423700	early transcribed membrane protein 4	['Q8IIX5', 'Q8IFM0', 'Q8I2F2', 'Q8IIV2', 'K7NTP5', 'Q9TY99', 'Q8I0P6', 'C6KT18', 'Q8IBV7', 'Q8IJ76', 'Q8IIF0', 'Q8I546', 'O00806', 'Q7KQL2']	False	14	0.00831076396738308	0.3243054875689384
373	Q8IEA6	PF3D7_1320800	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	['Q8IJN9', 'Q8I0X1', 'Q8I6S5', 'Q8II24', 'Q8IKK7', 'P61076', 'Q8IKT2', 'Q8IL11', 'Q8IFP3', 'O97227', 'Q8IEJ6', 'Q6ZLZ9']	False	12	0.0033304991239767384	0.31809057404409813
374	Q8I3X4	PF3D7_0513300	purine nucleoside phosphorylase	['Q76NN6', 'Q8IKT2', 'C6KT25', 'P50250', 'Q8I5B6', 'Q7KQL9', 'Q8III8']	False	7	0.001979888364313349	0.3153436778951854
375	Q8IES0	PF3D7_1304500	small heat shock protein, putative	['Q8IJW0', 'Q8II24']	False	2	0.0	0.2921343832020997
376	Q8I6T1	PF3D7_1346700	6-cysteine protein P48/45	['P68874', 'Q8IKV8']	False	2	0.0011698290681661245	0.23229515203729303
377	A0A5K1K8E0	PF3D7_1327300	subpellicular microtubule protein 3	['Q8I6U6']	False	1	0.0	0.20434693844578886
378	A0A5K1K963	PF3D7_1334200	chaperone binding protein, putative	['C0H5H0', 'Q8III6', 'Q8IC01', 'Q8ILC1']	False	4	0.0	0.3178137328134244
379	Q8I5M9	PF3D7_1217900	PPPDE peptidase domain-containing protein, putative	['Q8I1V1', 'Q8IKH8', 'Q8IEK3', 'Q8IEQ1']	False	4	9.004096239902289e-06	0.29833985212632735
380	Q8IHN4	PF3D7_1149000	antigen 332, DBL-like protein	['B9ZSJ2', 'Q8I6U6', 'Q8IIV1']	False	3	0.001133638245922803	0.2721072868872017
381	Q8I603	PF3D7_1204300	eukaryotic translation initiation factor 5A	['Q8IKH8', 'C0H5C2', 'Q8I5Q3', 'A0A5K1K8V8', 'K7NTP5', 'Q8IET7']	False	6	0.005108787065364262	0.3118428514112935
382	Q8I544	PF3D7_1237900	conserved Plasmodium protein, unknown function	['Q8IJ56', 'B9ZSJ2', 'Q8I2G1']	False	3	0.0039092729148332605	0.25028648320947544
383	Q8I4T3	PF3D7_1250100	osmiophilic body protein G377	['Q8IBN4', 'Q8I0U8', 'C0H571', 'Q8IIX5', 'Q8IJ76', 'B9ZSJ2', 'Q8IJF6', 'Q8I490', 'Q8II72', 'Q8IKC8']	False	10	0.00118597108724217	0.28439873754098494
384	Q8I3S3	PF3D7_0518700	mRNA-binding protein PUF1	['Q8ILZ7']	False	1	0.0	0.22611020371679547
385	Q8IIV1	PF3D7_1105100	histone H2B	['Q8IB24', 'Q8IIV2', 'Q8IKM5', 'C6KT19', 'Q6ZMA7', 'O77381', 'Q8IBY4', 'Q8IE84', 'Q8I5H4', 'Q8IHN4', 'Q8IL02', 'Q8ILL3', 'Q8ILL2', 'Q8I3M5', 'C0H4A6', 'Q8IBV7', 'Q7KQL5', 'Q8IM10', 'O97313', 'Q8IDB0', 'C0H5C2', 'Q8IAX5']	False	22	0.008607859991037707	0.3566093544947507
